Unnamed: 0,ID,Age,Title,Review Text,Ratings,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned Review,Cleaned Title,Sentiment
501,850,49,Pretty top for work days,"This is a pretty top that is conservative enough for the office, with a modest neckline. there is a little hidden snap or button under the bow at the neck so you don't have to keep fussing with the tie the fit is loose in the waist and high at the neck, so the sheer parts are the only thing to give it a little flirtiness. there is a matching camisole underneath that snaps in at the shoulders. overall, i thought it was nice when i tried it at the store, but it didn't have enough extra ""wow"" to ge",4,1,2,General Petite,Tops,Blouses,this is a pretty top that is conservative enough for the office with a modest neckline there is a little hidden snap or button under the bow at the neck so you dont have to keep fussing with the tie the fit is loose in the waist and high at the neck so the sheer parts are the only thing to give it a little flirtiness there is a matching camisole underneath that snaps in at the shoulders overall i thought it was nice when i tried it at the store but it didnt have enough extra wow to ge,pretty top for work days,Positive
502,1078,39,Love this dress,Very comfortable and versatile. got lots of compliments.,5,1,0,General,Dresses,Dresses,very comfortable and versatile got lots of compliments,love this dress,Positive
503,948,40,Itchytown,"Is not a place i want to be, even if the style of a sweater is great.  yes, this sweater is very cropped, but i think it&amp;#39;s definitely intended to be worn off the shoulder to drop the waist a bit.  it&amp;#39;s the itchiness that makes it an immediate &amp;quot;no&amp;quot;, and that&amp;#39;s coming from someone who has serious fiber itch tolerance.",2,1,0,General Petite,Tops,Sweaters,is not a place i want to be even if the style of a sweater is great yes this sweater is very cropped but i think itamps definitely intended to be worn off the shoulder to drop the waist a bit itamps the itchiness that makes it an immediate ampquotnoampquot and thatamps coming from someone who has serious fiber itch tolerance,itchytown,Negative
504,850,57,"Feminine, flattering, versatile","The combination of vintage and bohemian styles seems as if it would be flattering on all figure types. and i love the combination of smaller and larger prints. the only thing i didn't like is that on the blouse i received, placement of the larger print on the bodice is asymmetrical (unlike the photo). it might not bother some customers, but it wasn't what i was expecting, so i ordered a new one. i may keep it even if the second one is off, because other than that small thing, i think the top wou",5,1,0,General Petite,Tops,Blouses,the combination of vintage and bohemian styles seems as if it would be flattering on all figure types and i love the combination of smaller and larger prints the only thing i didnt like is that on the blouse i received placement of the larger print on the bodice is asymmetrical unlike the photo it might not bother some customers but it wasnt what i was expecting so i ordered a new one i may keep it even if the second one is off because other than that small thing i think the top wou,feminine flattering versatile,Positive
506,1078,51,"So cute, but weird fit","This dress is really cute in person. however, it did not fit me like it does the model in the pic at all. first of all i'm 5 feet 1 and it was wayyy too short on me. i didn't have the petit on either-- i had the regular xs. it just hits a couple of inches too short for me. i am 50. it would be adorable if i were more comfortable in shorter dresses. i wear short things a lot, but this was just too high on me. it was probably a good 8 inches above my knee. also it flared too dramatically at the wa",3,1,11,General,Dresses,Dresses,this dress is really cute in person however it did not fit me like it does the model in the pic at all first of all im feet and it was wayyy too short on me i didnt have the petit on either i had the regular xs it just hits a couple of inches too short for me i am it would be adorable if i were more comfortable in shorter dresses i wear short things a lot but this was just too high on me it was probably a good inches above my knee also it flared too dramatically at the wa,so cute but weird fit,Neutral
507,850,58,Awesome top,"Saw this online and had to try it on when i found it in the store. i usually wear an 8 or a 10 depending on how things run, (i'm a 34 dd), so i tried on both sizes. i really could not see much of a difference between the two and was torn as to which size to get. the 10 was just a tad looser so i went with that one, but seriously i could not find or feel much of a difference. it is a very figure flattering top, and a plus that you can machine wash it. simply awesome!",5,1,7,General Petite,Tops,Blouses,saw this online and had to try it on when i found it in the store i usually wear an or a depending on how things run im a dd so i tried on both sizes i really could not see much of a difference between the two and was torn as to which size to get the was just a tad looser so i went with that one but seriously i could not find or feel much of a difference it is a very figure flattering top and a plus that you can machine wash it simply awesome,awesome top,Positive
508,1078,67,"Comfy, cute, and colorful.","This knit dress is very comfortable. i liked the various colors used in the stripes. my only issue with it, is that the skirt of the dress flares out oddly and is quite short. in my opinion, this dress, with its sturdy fabric and long sleeves, would appear more proportional with a longer skirt. skirt length, along with horizontal stripes just did not work for me. regrettably, i sent it back.",4,1,0,General,Dresses,Dresses,this knit dress is very comfortable i liked the various colors used in the stripes my only issue with it is that the skirt of the dress flares out oddly and is quite short in my opinion this dress with its sturdy fabric and long sleeves would appear more proportional with a longer skirt skirt length along with horizontal stripes just did not work for me regrettably i sent it back,comfy cute and colorful,Positive
509,1078,36,Best fitting dress,Love love this dress. fits so great. i normally wouldn't have picked this dress. more preppy than my normal style. fits amazing. my hubby has complimented me more on this dress than anything else i've ever owned. the fit & flare style is super flattering i felt it fit tts.,5,1,8,General,Dresses,Dresses,love love this dress fits so great i normally wouldnt have picked this dress more preppy than my normal style fits amazing my hubby has complimented me more on this dress than anything else ive ever owned the fit flare style is super flattering i felt it fit tts,best fitting dress,Positive
510,850,27,"Gorgeous, flattering blouse!","This is one of my absolute favorites! the design is perfect, and the fabric is so beautiful. i don't love the coral color, but the mixed pattern is amazing. it runs a little large. i sized down one size and it fit perfectly. it's very flowy and comfortable. it's these unique, special designs that end of being my favorite retailer purchases. i've gotten so many compliments. very highly recommend!",5,1,4,General Petite,Tops,Blouses,this is one of my absolute favorites the design is perfect and the fabric is so beautiful i dont love the coral color but the mixed pattern is amazing it runs a little large i sized down one size and it fit perfectly its very flowy and comfortable its these unique special designs that end of being my favorite retailer purchases ive gotten so many compliments very highly recommend,gorgeous flattering blouse,Positive
511,948,60,Cropped and itchy,"I'm assuming the model showing the sweater is at least 5'9"", it is slightly cropped on her , but it certainly doesn't look super cropped. i'm 5'4"" and its super cropped on me. even with high waist jeans.
also, it is incredibly itchy. i even tried it with a cami under but the itchy wool came right through the cami.
too bad, its a cute design, just needs some tweaking.",2,0,2,General Petite,Tops,Sweaters,im assuming the model showing the sweater is at least it is slightly cropped on her but it certainly doesnt look super cropped im and its super cropped on me even with high waist jeans also it is incredibly itchy i even tried it with a cami under but the itchy wool came right through the cami too bad its a cute design just needs some tweaking,cropped and itchy,Negative
512,1078,49,Cute but skip the petite unless you are very short,"Beautiful colors, especially the pink. i am 5'3"" and about 124 lb. i got the small petite but am thinking of exchanging it for the regular xs. not only is it short hem-wise, which i don't really mind, but it is short in the waist. very pretty and good fabric.",5,1,3,General,Dresses,Dresses,beautiful colors especially the pink i am and about lb i got the small petite but am thinking of exchanging it for the regular xs not only is it short hemwise which i dont really mind but it is short in the waist very pretty and good fabric,cute but skip the petite unless you are very short,Positive
513,850,49,Manette clipdot blouse,"I love the style of this top. i just wish there were a slimmer version of it. unfortunately, this top doesn't suit my long, slim midsection. it is so wide, it completely hides the waist. i think it would look adorable on a different body type.",3,1,7,General Petite,Tops,Blouses,i love the style of this top i just wish there were a slimmer version of it unfortunately this top doesnt suit my long slim midsection it is so wide it completely hides the waist i think it would look adorable on a different body type,manette clipdot blouse,Neutral
514,1081,35,Elegant and well made,This dress caught my eye because i don't have anything like it. i wear between a m & l and preferred the large in this dress because i have a large bust. i usually wear a 10 in slacks and 12 in tops. i love the lace on this dress because it looks very delicate in the picture but it is very heavy and well sewn onto the fabric. it is durable while still looking elegant. i also like that it is in navy and not black. it is also nicely lined. i plan on wearing a colorful scarf with this dress.,5,1,3,General Petite,Dresses,Dresses,this dress caught my eye because i dont have anything like it i wear between a m l and preferred the large in this dress because i have a large bust i usually wear a in slacks and in tops i love the lace on this dress because it looks very delicate in the picture but it is very heavy and well sewn onto the fabric it is durable while still looking elegant i also like that it is in navy and not black it is also nicely lined i plan on wearing a colorful scarf with this dress,elegant and well made,Positive
515,833,60,Lovely,A beautiful combination of eyelet with a soft fabric which lays beautifully. this does not make you look bigger then you are and i kept tts so the eyelet did not pull. mine fits perfectly. i personally will wear a cami under it as it is a bit sheer for me. it has an almost peacock print to it in colors of brown and tan. the black buttons down the back adds interest and charm. just adore it!,5,1,3,General,Tops,Blouses,a beautiful combination of eyelet with a soft fabric which lays beautifully this does not make you look bigger then you are and i kept tts so the eyelet did not pull mine fits perfectly i personally will wear a cami under it as it is a bit sheer for me it has an almost peacock print to it in colors of brown and tan the black buttons down the back adds interest and charm just adore it,lovely,Positive
516,1081,53,Well made,This dress looks great on me. it gives a slender appearance which hides a lot and it's easy and comfortable to wear.,5,1,1,General Petite,Dresses,Dresses,this dress looks great on me it gives a slender appearance which hides a lot and its easy and comfortable to wear,well made,Positive
517,850,38,Beautiful blouse; very flattering,"Overall, gorgeous blouse; very flattering. i love the sleeves; very unique and also flattering. i love how the blouse is a fit-and-flare from the bust. it's fitted at the bust (but not tight) and drapes with an a-line style. the fit of this blouse is truly flattering to the figure. no issues with inappropriate amounts of cleavage showing or anything. the ties are weighted on the end with metal tubes, which i really like because it makes the strings drape nicely. the back drapes beautifully. i fe",4,1,29,General Petite,Tops,Blouses,overall gorgeous blouse very flattering i love the sleeves very unique and also flattering i love how the blouse is a fitandflare from the bust its fitted at the bust but not tight and drapes with an aline style the fit of this blouse is truly flattering to the figure no issues with inappropriate amounts of cleavage showing or anything the ties are weighted on the end with metal tubes which i really like because it makes the strings drape nicely the back drapes beautifully i fe,beautiful blouse very flattering,Positive
518,850,48,Weird color and fit,Color is not like photo and fit doesn't work if you're busty,2,0,0,General Petite,Tops,Blouses,color is not like photo and fit doesnt work if youre busty,weird color and fit,Negative
520,984,42,Looks better on,I first saw this jacket hanging at the store and it didn't look very cute. i saw it again on sale so i decided to try it on. i'm so glad i did! the inside gray material is so soft. i have broad shoulders and this jacket did not hinder my arms at all. it is very comfortable. i bought the x-small and was very surprised at how roomy it was. the sleeves are a tad bit long but the gray inner lining has an elastic cuff so it can be pushed up. not sure if the xx-small would've been too small or if the,5,1,0,General,Jackets,Jackets,i first saw this jacket hanging at the store and it didnt look very cute i saw it again on sale so i decided to try it on im so glad i did the inside gray material is so soft i have broad shoulders and this jacket did not hinder my arms at all it is very comfortable i bought the xsmall and was very surprised at how roomy it was the sleeves are a tad bit long but the gray inner lining has an elastic cuff so it can be pushed up not sure if the xxsmall wouldve been too small or if the,looks better on,Positive
522,1104,41,Fun tag sale find,"For me, the tag sale is an opportunity to take a second look at items that i may have overlooked earlier, to pick up something fun at a good price. i found this dress in two colors in my size in the store! i took my usual xxsp at 32-24.5-32. length is perfect - just above the knee and the top is flattering with not too much fabric in the skirt. overall, this is a really cute staple dress. looking forward to wearing it in the spring. larger busted ladies size up. it is meant to be fitted in the t",5,1,4,General,Dresses,Dresses,for me the tag sale is an opportunity to take a second look at items that i may have overlooked earlier to pick up something fun at a good price i found this dress in two colors in my size in the store i took my usual xxsp at length is perfect just above the knee and the top is flattering with not too much fabric in the skirt overall this is a really cute staple dress looking forward to wearing it in the spring larger busted ladies size up it is meant to be fitted in the t,fun tag sale find,Positive
524,1104,26,Great dress,I absolutely love everything about this dress. it can be dressed up or down. no complaints.,5,1,4,General,Dresses,Dresses,i absolutely love everything about this dress it can be dressed up or down no complaints,great dress,Positive
525,1078,25,Cute and fun!,The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy.,5,1,0,General,Dresses,Dresses,the horizontal lines on the skirt and top gives the wearer and very nice dress i am short so i got the petite and it fits perfectly the fabric is thick and stretchy,cute and fun,Positive
526,850,34,The right kind of casual,This is a great top to pair with jeans to step a casual night up a notch.,5,1,1,General Petite,Tops,Blouses,this is a great top to pair with jeans to step a casual night up a notch,the right kind of casual,Positive
528,984,31,Easy jacket,"Slouchy relaxed fit. well sewn together and hangs well on the body. bottom hem hits upper thigh. good length and soft, easy fabric. light layering option as well. good spring jacket, can be kept on indoors without getting too hot.",3,1,0,General,Jackets,Jackets,slouchy relaxed fit well sewn together and hangs well on the body bottom hem hits upper thigh good length and soft easy fabric light layering option as well good spring jacket can be kept on indoors without getting too hot,easy jacket,Neutral
529,1078,47,Great dress or tunic,"The colors are more vibrant than the photo indicates. indeed, though, the dress is very short and does pair well with leggings and boots.

i like that the dress highlights my hour glass figure, but with a generous nod to my curves with the accommodating skater skirt.

love it! will be easy to wear casually and work appropriate, too. the sale price was a huge bonus.",5,1,1,General,Dresses,Dresses,the colors are more vibrant than the photo indicates indeed though the dress is very short and does pair well with leggings and boots i like that the dress highlights my hour glass figure but with a generous nod to my curves with the accommodating skater skirt love it will be easy to wear casually and work appropriate too the sale price was a huge bonus,great dress or tunic,Positive
530,984,61,Top coat,Top of the line! very well made and on sale to boot. i love the style and received a compliment from my sister when i wore it. i love the layered look.,5,1,0,General,Jackets,Jackets,top of the line very well made and on sale to boot i love the style and received a compliment from my sister when i wore it i love the layered look,top coat,Positive
531,850,52,"Love, love, love this tunic!","Perfect little summer tunic that is very flattering. paired with a skirt, jeans or cropped black pants- this top is perfect! the cut in the front is not overly deep- so a cami is not necessary. i am usually a l or xl or 12 in retailer tops and i have a 10 in this top. so it is sized slightly larger than usual.",5,1,1,General,Tops,Blouses,perfect little summer tunic that is very flattering paired with a skirt jeans or cropped black pants this top is perfect the cut in the front is not overly deep so a cami is not necessary i am usually a l or xl or in retailer tops and i have a in this top so it is sized slightly larger than usual,love love love this tunic,Positive
532,833,56,Sleeves are really small,This shirt is really pretty but the sleeves are so small. i normally wear between a 4 to a 6 or a size medium and i could not get this shirt on. i wish it fit but a size large would have been way to long and loose.,3,1,0,General,Tops,Blouses,this shirt is really pretty but the sleeves are so small i normally wear between a to a or a size medium and i could not get this shirt on i wish it fit but a size large would have been way to long and loose,sleeves are really small,Neutral
534,850,39,Perfect top!,This blouse fit better than i expected. looks great with jeans and is an easy go to top!,5,1,0,General,Tops,Blouses,this blouse fit better than i expected looks great with jeans and is an easy go to top,perfect top,Positive
535,1081,40,Comfortable and chic,"This dress is so comfortable, and i love the unique faux leather skirt and lace design. it really adds a special touch to the dress. i only gave it four stars because the top half is pretty boring...i wish the neckline wasn't so matronly. i'll definitely need a bib necklace or scarf to dress it up. i'm 5'5"" and 115 and ordered the xs. i wish the dress cut in a little more at the sides to accentuate an hourglass figure, also. my husband loved it.",4,1,0,General Petite,Dresses,Dresses,this dress is so comfortable and i love the unique faux leather skirt and lace design it really adds a special touch to the dress i only gave it four stars because the top half is pretty boringi wish the neckline wasnt so matronly ill definitely need a bib necklace or scarf to dress it up im and and ordered the xs i wish the dress cut in a little more at the sides to accentuate an hourglass figure also my husband loved it,comfortable and chic,Positive
537,850,45,Perfect balance of classy and sexy,I love this top! not sure if i would picked it up in the store; i received it as a gift from my husband. kudos to him as it was a great choice. i love that the sheerness and lace make me feel a little sexy but the long sleeves and camisole offer the modesty i tend to crave. really beautiful and can be worn either with jeans or a dressier skinny pant for a night out. hd in paris never fails to please with their aesthetic and quality.,5,1,1,General,Tops,Blouses,i love this top not sure if i would picked it up in the store i received it as a gift from my husband kudos to him as it was a great choice i love that the sheerness and lace make me feel a little sexy but the long sleeves and camisole offer the modesty i tend to crave really beautiful and can be worn either with jeans or a dressier skinny pant for a night out hd in paris never fails to please with their aesthetic and quality,perfect balance of classy and sexy,Positive
538,850,28,Great top,This top is great for spring- it's super light and can be dressed up or down depending on what you're wearing it for. fits true to size and is great quality.,4,1,0,General,Tops,Blouses,this top is great for spring its super light and can be dressed up or down depending on what youre wearing it for fits true to size and is great quality,great top,Positive
539,1104,33,"Cute fit, perfect length","I've admired the various iterations of this dress and finally found one in the sale room, much to my delight! i'm generally a sale shopper, so this doesn't mean i didn't think it was priced well. i have the oatmeal top with yellow/gold/orange pattern on the skirt in xs. the small fits comfortably up top, but on my petite frame, the top just looked too big, so i went with xs. i suppose the straps are a bit confusing, but their easy to figure out if you just look at them for a moment before puttin",5,1,0,General,Dresses,Dresses,ive admired the various iterations of this dress and finally found one in the sale room much to my delight im generally a sale shopper so this doesnt mean i didnt think it was priced well i have the oatmeal top with yellowgoldorange pattern on the skirt in xs the small fits comfortably up top but on my petite frame the top just looked too big so i went with xs i suppose the straps are a bit confusing but their easy to figure out if you just look at them for a moment before puttin,cute fit perfect length,Positive
540,1078,71,Flattering,"This dress is comfortable as well as flattering, which does not happen very often!
looks good with navy tights too!",5,1,0,General,Dresses,Dresses,this dress is comfortable as well as flattering which does not happen very often looks good with navy tights too,flattering,Positive
543,1078,36,Cute dress,"Based on some reviews i decided to get the regular xs, even tho i am an xs petite (5'2, 107 lb, 32c) i found the fit to be flattering -- fitted enough but not too loose or tight. the length is perfect and work appropriate, and the material has some weight to it. the grey one is colorful and cute. the only problem is the bagginess of the arms -- very unflattering. if i push the sleeves up, it hides the bagginess a little, but i would like to have the option to wear the dress with long sleeves., s",4,1,2,General,Dresses,Dresses,based on some reviews i decided to get the regular xs even tho i am an xs petite lb c i found the fit to be flattering fitted enough but not too loose or tight the length is perfect and work appropriate and the material has some weight to it the grey one is colorful and cute the only problem is the bagginess of the arms very unflattering if i push the sleeves up it hides the bagginess a little but i would like to have the option to wear the dress with long sleeves s,cute dress,Positive
544,1104,35,Great fit,I purchased this dress because i have a similar one with a linen skirt from the spring. the skirt on this dress is a heavier fabric and it lays very nicely. the top provides good coverage for my larger chest and i took my typical xs size. i would definitely recommend this purchase.,5,1,0,General,Dresses,Dresses,i purchased this dress because i have a similar one with a linen skirt from the spring the skirt on this dress is a heavier fabric and it lays very nicely the top provides good coverage for my larger chest and i took my typical xs size i would definitely recommend this purchase,great fit,Positive
545,984,58,Comfortable and great looking,"This jacket looked so good and felt so comfortable on- i almost didn't send back the first one that arrived with a little bit of damage at the bottom of the inner zippered sweatshirt, but i did exchange it and am just as happy with the fit and feel of the second one. it hangs well no matter how you fasten the front, or leave it open. great looking, casual but stylish and neat. a good grey, and a good blue.",5,1,6,General,Jackets,Jackets,this jacket looked so good and felt so comfortable on i almost didnt send back the first one that arrived with a little bit of damage at the bottom of the inner zippered sweatshirt but i did exchange it and am just as happy with the fit and feel of the second one it hangs well no matter how you fasten the front or leave it open great looking casual but stylish and neat a good grey and a good blue,comfortable and great looking,Positive
546,1078,53,Love this dress!,"I went to my local store and they only had the blue dress in stock, i had seen it online and i didn't expect to like the blue one. i tried it on anyway, and it was adorable! i struggled to choose, but i ordered the gray one at the store and they shipped it directly to me. it arrived quickly and i love it!",5,1,2,General,Dresses,Dresses,i went to my local store and they only had the blue dress in stock i had seen it online and i didnt expect to like the blue one i tried it on anyway and it was adorable i struggled to choose but i ordered the gray one at the store and they shipped it directly to me it arrived quickly and i love it,love this dress,Positive
547,984,64,Great jacket!,"This jacket has a nautical look which is a refreshing change for this year. it is double breasted & a stretchy cotton, which i love. i am a big fan of cotton. it appealed to me so much that i ordered both the white & the navy in the regular size small. i am of small build at 5'3"", 117# & expected that the sleeves c/b a little long. i avoid ordering petite size jackets b/c sometimes they are snug in the shoulders. ok, so the regular s was a good length at the bottom of my hips, but arms were bagg",5,1,32,General,Jackets,Jackets,this jacket has a nautical look which is a refreshing change for this year it is double breasted a stretchy cotton which i love i am a big fan of cotton it appealed to me so much that i ordered both the white the navy in the regular size small i am of small build at expected that the sleeves cb a little long i avoid ordering petite size jackets bc sometimes they are snug in the shoulders ok so the regular s was a good length at the bottom of my hips but arms were bagg,great jacket,Positive
548,833,45,Beautiful blouse but....,"Absolutely love this blouse but if your a woman cursed with larger arms for your body size than this is not for you. i couldn't get the lace part of the upper arms past my elbows.

oh well, it's going back!",3,0,0,General,Tops,Blouses,absolutely love this blouse but if your a woman cursed with larger arms for your body size than this is not for you i couldnt get the lace part of the upper arms past my elbows oh well its going back,beautiful blouse but,Neutral
549,850,44,Feminine and pretty,This top is gorgeous and versatile. i wear it with jeans and dress it up with a skirt. so happy to have this in my wardrobe.,5,1,0,General,Tops,Blouses,this top is gorgeous and versatile i wear it with jeans and dress it up with a skirt so happy to have this in my wardrobe,feminine and pretty,Positive
550,1078,52,Not a fan - childish,"I thought that it looked like it belonged on a 15 year-old. i can almost see why they styled the model in what looks like ankle socks....ready for cheerleading. for reference it fits true to size, but is very short. i am 5'2"" and tried on a regular small - it was at least 5 inches above my knee.",3,0,2,General,Dresses,Dresses,i thought that it looked like it belonged on a yearold i can almost see why they styled the model in what looks like ankle socksready for cheerleading for reference it fits true to size but is very short i am and tried on a regular small it was at least inches above my knee,not a fan childish,Neutral
553,850,56,Runs large through the chest...,"So pretty, but does run large. i am an 8-10 , got the 8 and big through the chest. had to return for this reason. if you are on the busty side it will look fab on you.",4,1,0,General,Tops,Blouses,so pretty but does run large i am an got the and big through the chest had to return for this reason if you are on the busty side it will look fab on you,runs large through the chest,Positive
555,984,35,Love! my new favorite jacket!,"I was looking for a stylish spring/fall jacket and this one seemed to fit the bill. i was shocked by the quality and softness of the material and construction of this jacket. i could honestly not believe how comfortable and cute this felt and looked on me. i can't wear it enough! i am a short 5'2"" but 36d and have 31"" waist so i ordered a size m and l to see which would work best. as it turned out the m fit with plenty of room! i am normally a 12/14 so i was surprised by this. if you are on the",5,1,0,General,Jackets,Jackets,i was looking for a stylish springfall jacket and this one seemed to fit the bill i was shocked by the quality and softness of the material and construction of this jacket i could honestly not believe how comfortable and cute this felt and looked on me i cant wear it enough i am a short but d and have waist so i ordered a size m and l to see which would work best as it turned out the m fit with plenty of room i am normally a so i was surprised by this if you are on the,love my new favorite jacket,Positive
556,831,38,Lovely blouse!,"Love the detail and the way it hangs. i sometimes struggle with blousy tops because i have a larger chest, but this one didn't make me look pregnant! i purchased this with the 30% off... i wouldn't have paid full price for it.",4,1,0,General,Tops,Blouses,love the detail and the way it hangs i sometimes struggle with blousy tops because i have a larger chest but this one didnt make me look pregnant i purchased this with the off i wouldnt have paid full price for it,lovely blouse,Positive
557,1086,32,Love the lace detail,I really wanted this to work. for me the arm cutout was too wide. a cap or lace flutter sleeve would've worked . also expected a little more length felt like the petite length.,4,1,0,General,Dresses,Dresses,i really wanted this to work for me the arm cutout was too wide a cap or lace flutter sleeve wouldve worked also expected a little more length felt like the petite length,love the lace detail,Positive
559,820,32,Cute,"Cute and pretty, runs a little wide and short, just slightly. i feel like i have that issue with all retailer clothes though. love the back.",4,1,0,General,Tops,Blouses,cute and pretty runs a little wide and short just slightly i feel like i have that issue with all retailer clothes though love the back,cute,Positive
560,1094,35,Gorgeous dress,"I was hoping this would go on sale and now it finally has! i loved this dress just as much in person as i have online. the fabric is interesting-it looks almost plastic in the online pictures but don't be fooled, it is still a comfortable fabric. it is almost like lots of diamond pieces were actually sewn together to make this dress and i love it. there is a sipper down the side to make it easier to get into, but also in the back there is bunched up fabric which is made to be ore bendable for th",5,1,2,General,Dresses,Dresses,i was hoping this would go on sale and now it finally has i loved this dress just as much in person as i have online the fabric is interestingit looks almost plastic in the online pictures but dont be fooled it is still a comfortable fabric it is almost like lots of diamond pieces were actually sewn together to make this dress and i love it there is a sipper down the side to make it easier to get into but also in the back there is bunched up fabric which is made to be ore bendable for th,gorgeous dress,Positive
561,1094,34,A must buy!!,"I tried this dress on and felt amazing in it.  i got home and showed my husband my purchases.  i told him i wasn't sure if i should have bought this one and told him to be honest with me.  he said it looked great and he was glad i bought it.  so great for a spring wedding. fits true to size.  i am 125 5'4"" c-cup and i bought my normal size 0.  this made my waist look really small.",5,1,0,General,Dresses,Dresses,i tried this dress on and felt amazing in it i got home and showed my husband my purchases i told him i wasnt sure if i should have bought this one and told him to be honest with me he said it looked great and he was glad i bought it so great for a spring wedding fits true to size i am ccup and i bought my normal size this made my waist look really small,a must buy,Positive
563,1094,36,Prety dress that fits true to size,"Wow the mixed reviews on this dress would make someone not get it at all.
it is true to size. i'm a 6 and the six fit as a glove on me.
the material is not at all stiff. i actually wished it was a bit more structured. but that didn't bother me.
i was able to close the zipper by myself.
i'm 5'7"" 144lb 36a.
the top feels confortable to me as well. i don't considered myself curve like jlo but i have hips. the dress does not make me feel bigger at all.
the only down side is that it looks more expens",4,1,1,General,Dresses,Dresses,wow the mixed reviews on this dress would make someone not get it at all it is true to size im a and the six fit as a glove on me the material is not at all stiff i actually wished it was a bit more structured but that didnt bother me i was able to close the zipper by myself im lb a the top feels confortable to me as well i dont considered myself curve like jlo but i have hips the dress does not make me feel bigger at all the only down side is that it looks more expens,prety dress that fits true to size,Positive
564,1060,40,"Very nice, just as pictured","This is a very nice jumpsuit; reviewers were correct stating that torso is long & fit better a taller person. as soon as i read the reviews i went on and placed an order for size 8, i'm 6ft tall 160lb and it has been very difficult to find a jumpsuit to fit my long torso. this one however turned out to be perfect! true to size and fit, not only that, the fabric is very soft and good quality, very interesting style of the jumpsuit, looks much better in person! i particularly liked cropped, wide-l",5,1,0,General,Bottoms,Pants,this is a very nice jumpsuit reviewers were correct stating that torso is long fit better a taller person as soon as i read the reviews i went on and placed an order for size im ft tall lb and it has been very difficult to find a jumpsuit to fit my long torso this one however turned out to be perfect true to size and fit not only that the fabric is very soft and good quality very interesting style of the jumpsuit looks much better in person i particularly liked cropped widel,very nice just as pictured,Positive
566,1037,41,Glad i took a chance on these!,"A nice alternative to jeans, good fit. i like the casual but edgy rocker look they have. will look good with booties and full length boots. i took the same size that i do in all pilcro pants.",4,1,0,General Petite,Bottoms,Jeans,a nice alternative to jeans good fit i like the casual but edgy rocker look they have will look good with booties and full length boots i took the same size that i do in all pilcro pants,glad i took a chance on these,Positive
567,875,33,Adorable top!!,"I love , love this top !! it looks just like the picture on model. the front is a soft t-shirt and the back is so cute and flattering . super unique and comfortable style.!! i am 5'4 -105 and xs fits perfect.",5,1,2,General,Tops,Knits,i love love this top it looks just like the picture on model the front is a soft tshirt and the back is so cute and flattering super unique and comfortable style i am and xs fits perfect,adorable top,Positive
568,875,33,Cute top!,"This is a very cute and unique top!! i absolutely love the back, which makes up for my indifference of the front. i'm a little heavier in the middle, so it hides it a bit, but the light blue from the back that shows on the sides makes me feel a little wider. it's not perfect, but i like it enough to keep it. i got lots of compliments on it when i wore it. it's very comfortable too. i just wish the front had a little more to it or was a tad longer. overall very happy.",4,1,3,General,Tops,Knits,this is a very cute and unique top i absolutely love the back which makes up for my indifference of the front im a little heavier in the middle so it hides it a bit but the light blue from the back that shows on the sides makes me feel a little wider its not perfect but i like it enough to keep it i got lots of compliments on it when i wore it its very comfortable too i just wish the front had a little more to it or was a tad longer overall very happy,cute top,Positive
569,820,39,Love,"This top is so lovely, i was worried of the color on my pale skin, but it is complementary, nice warm tones. yes, it is a tank, but i can see this as a transition piece into fall with a nice blazer, jeans, boots... the xs regular is perfect for me, length is adequate. if i were to go with petite, i might think it is too short. it is flowy, but still has shape, more than a swing top, so very flattering. the back is really cute too, definitely need a strapless for me, due to the thin straps...",5,1,3,General,Tops,Blouses,this top is so lovely i was worried of the color on my pale skin but it is complementary nice warm tones yes it is a tank but i can see this as a transition piece into fall with a nice blazer jeans boots the xs regular is perfect for me length is adequate if i were to go with petite i might think it is too short it is flowy but still has shape more than a swing top so very flattering the back is really cute too definitely need a strapless for me due to the thin straps,love,Positive
570,1037,54,Comfortable and unique,"Great pants, like the edginess of the design in the material. kinda rocker like. soft material that's stretchy and hopefully will hold its shape during the day. the color is listed as black but it's more of a dark gray with a slight blue hint.",4,1,4,General Petite,Bottoms,Jeans,great pants like the edginess of the design in the material kinda rocker like soft material thats stretchy and hopefully will hold its shape during the day the color is listed as black but its more of a dark gray with a slight blue hint,comfortable and unique,Positive
573,820,24,Fits so well!,"I often have a hard time finding items that fit true to size, but this top fits perfectly. it is cut really well and very flattering.",5,1,0,General,Tops,Blouses,i often have a hard time finding items that fit true to size but this top fits perfectly it is cut really well and very flattering,fits so well,Positive
